"''I'm", 1, 0, 0, 8, 0
'pleased', 1, 0, 1, 8, 0
'and', 1, 0, 2, 8, 0
'I', 1, 1, 3, 8, 0
"couldn't", 1, 0, 4, 8, 0
'be', 1, 0, 5, 8, 0
'more', 1, 0, 6, 8, 0
'proud', 1, 0, 7, 8, 0
"''I'm pleased", 2, 0, 0, 8, 0
'pleased and', 2, 0, 1, 8, 0
'and I', 2, 0, 2, 8, 0
"I couldn't", 2, 0, 3, 8, 0
"couldn't be", 2, 0, 4, 8, 0
'be more', 2, 0, 5, 8, 0
'more proud', 2, 0, 6, 8, 0
"''I'm pleased and", 3, 0, 0, 8, 0
'pleased and I', 3, 0, 1, 8, 0
"and I couldn't", 3, 0, 2, 8, 0
"I couldn't be", 3, 0, 3, 8, 0
"couldn't be more", 3, 0, 4, 8, 0
'be more proud', 3, 0, 5, 8, 0
"''", 1, 0, 0, 7, 0
'and', 1, 0, 3, 7, 0
'(1968-72)', 1, 0, 6, 7, 0
'and', 1, 0, 2, 6, 0
'(1981-85)', 1, 0, 5, 6, 0
'and', 1, 0, 2, 6, 0
'(1999-2003)', 1, 0, 5, 6, 0
'and', 1, 0, 0, 11, 0
'and', 1, 0, 3, 11, 0
'(2004-2008)', 1, 0, 6, 11, 0
'also', 1, 0, 7, 11, 0
'won', 1, 0, 8, 11, 0
'five', 1, 0, 9, 11, 0
'titles', 1, 0, 10, 11, 0
'(2004-2008) also', 2, 0, 6, 11, 0
'also won', 2, 0, 7, 11, 0
'won five', 2, 0, 8, 11, 0
'five titles', 2, 0, 9, 11, 0
'(2004-2008) also won', 3, 0, 6, 11, 0
'also won five', 3, 0, 7, 11, 0
'won five titles', 3, 0, 8, 11, 0
'The', 1, 1, 0, 31, 0
'Olympic', 1, 1, 1, 31, 0
'silver', 1, 0, 2, 31, 0
'medalists', 1, 0, 3, 31, 0
'and', 1, 0, 4, 31, 0
'2011', 1, 0, 5, 31, 0
'world', 1, 0, 6, 31, 0
'champions', 1, 0, 7, 31, 0
'had', 1, 0, 8, 31, 0
'had', 1, 0, 9, 31, 0
'such', 1, 0, 10, 31, 0
'a', 1, 0, 11, 31, 0
'big', 1, 0, 12, 31, 0
'lead', 1, 0, 13, 31, 0
'after', 1, 0, 14, 31, 0
'the', 1, 0, 15, 31, 0
'short', 1, 0, 16, 31, 0
'dance', 1, 0, 17, 31, 0
'they', 1, 0, 18, 31, 0
'had', 1, 0, 19, 31, 0
'to', 1, 0, 20, 31, 0
'do', 1, 0, 21, 31, 0
'little', 1, 0, 22, 31, 0
'more', 1, 0, 23, 31, 0
'but', 1, 0, 24, 31, 0
'step', 1, 0, 25, 31, 0
'on', 1, 0, 26, 31, 0
'the', 1, 0, 27, 31, 0
'ice', 1, 0, 28, 31, 0
'to', 1, 0, 29, 31, 0
'win', 1, 0, 30, 31, 0
'The Olympic', 2, 1, 0, 31, 0
'Olympic silver', 2, 0, 1, 31, 0
'silver medalists', 2, 0, 2, 31, 0
'medalists and', 2, 0, 3, 31, 0
'and 2011', 2, 0, 4, 31, 0
'2011 world', 2, 0, 5, 31, 0
'world champions', 2, 0, 6, 31, 0
'champions had', 2, 0, 7, 31, 0
'had had', 2, 0, 8, 31, 0
'had such', 2, 0, 9, 31, 0
'such a', 2, 0, 10, 31, 0
'a big', 2, 0, 11, 31, 0
'big lead', 2, 0, 12, 31, 0
'lead after', 2, 0, 13, 31, 0
'after the', 2, 0, 14, 31, 0
'the short', 2, 0, 15, 31, 0
'short dance', 2, 0, 16, 31, 0
'dance they', 2, 0, 17, 31, 0
'they had', 2, 0, 18, 31, 0
'had to', 2, 0, 19, 31, 0
'to do', 2, 0, 20, 31, 0
'do little', 2, 0, 21, 31, 0
'little more', 2, 0, 22, 31, 0
'more but', 2, 0, 23, 31, 0
'but step', 2, 0, 24, 31, 0
'step on', 2, 0, 25, 31, 0
'on the', 2, 0, 26, 31, 0
'the ice', 2, 0, 27, 31, 0
'ice to', 2, 0, 28, 31, 0
'to win', 2, 0, 29, 31, 0
'The Olympic silver', 3, 0, 0, 31, 0
'Olympic silver medalists', 3, 0, 1, 31, 0
'silver medalists and', 3, 0, 2, 31, 0
'medalists and 2011', 3, 0, 3, 31, 0
'and 2011 world', 3, 0, 4, 31, 0
'2011 world champions', 3, 0, 5, 31, 0
'world champions had', 3, 0, 6, 31, 0
'champions had had', 3, 0, 7, 31, 0
'had had such', 3, 0, 8, 31, 0
'had such a', 3, 0, 9, 31, 0
'such a big', 3, 0, 10, 31, 0
'a big lead', 3, 0, 11, 31, 0
'big lead after', 3, 0, 12, 31, 0
'lead after the', 3, 0, 13, 31, 0
'after the short', 3, 0, 14, 31, 0
'the short dance', 3, 0, 15, 31, 0
'short dance they', 3, 0, 16, 31, 0
'dance they had', 3, 0, 17, 31, 0
'they had to', 3, 0, 18, 31, 0
'had to do', 3, 0, 19, 31, 0
'to do little', 3, 0, 20, 31, 0
'do little more', 3, 0, 21, 31, 0
'little more but', 3, 0, 22, 31, 0
'more but step', 3, 0, 23, 31, 0
'but step on', 3, 0, 24, 31, 0
'step on the', 3, 0, 25, 31, 0
'on the ice', 3, 0, 26, 31, 0
'the ice to', 3, 0, 27, 31, 0
'ice to win', 3, 0, 28, 31, 0
'But', 1, 1, 0, 19, 0
'they', 1, 0, 1, 19, 0
'did', 1, 0, 2, 19, 0
'so', 1, 0, 3, 19, 0
'much', 1, 0, 4, 19, 0
'more', 1, 0, 5, 19, 0
'than', 1, 0, 6, 19, 0
'that', 1, 0, 7, 19, 0
'with', 1, 0, 8, 19, 0
'their', 1, 0, 9, 19, 0
'dramatic', 1, 0, 10, 19, 0
'and', 1, 0, 11, 19, 0
'powerful', 1, 0, 12, 19, 0
'routine', 1, 0, 13, 19, 0
'to', 1, 0, 14, 19, 0
"''Notre", 1, 0, 15, 19, 0
'Dame', 1, 1, 16, 19, 0
'de', 1, 0, 17, 19, 0
'Paris', 1, 1, 18, 19, 0
'But they', 2, 0, 0, 19, 0
'they did', 2, 0, 1, 19, 0
'did so', 2, 0, 2, 19, 0
'so much', 2, 0, 3, 19, 0
'much more', 2, 0, 4, 19, 0
'more than', 2, 0, 5, 19, 0
'than that', 2, 0, 6, 19, 0
'that with', 2, 0, 7, 19, 0
'with their', 2, 0, 8, 19, 0
'their dramatic', 2, 0, 9, 19, 0
'dramatic and', 2, 0, 10, 19, 0
'and powerful', 2, 0, 11, 19, 0
'powerful routine', 2, 0, 12, 19, 0
'routine to', 2, 0, 13, 19, 0
"to ''Notre", 2, 0, 14, 19, 0
"''Notre Dame", 2, 0, 15, 19, 0
'Dame de', 2, 0, 16, 19, 0
'de Paris', 2, 0, 17, 19, 0
'But they did', 3, 0, 0, 19, 0
'they did so', 3, 0, 1, 19, 0
'did so much', 3, 0, 2, 19, 0
'so much more', 3, 0, 3, 19, 0
'much more than', 3, 0, 4, 19, 0
'more than that', 3, 0, 5, 19, 0
'than that with', 3, 0, 6, 19, 0
'that with their', 3, 0, 7, 19, 0
'with their dramatic', 3, 0, 8, 19, 0
'their dramatic and', 3, 0, 9, 19, 0
'dramatic and powerful', 3, 0, 10, 19, 0
'and powerful routine', 3, 0, 11, 19, 0
'powerful routine to', 3, 0, 12, 19, 0
"routine to ''Notre", 3, 0, 13, 19, 0
"to ''Notre Dame", 3, 0, 14, 19, 0
"''Notre Dame de", 3, 0, 15, 19, 0
'Dame de Paris', 3, 0, 16, 19, 0
"''", 1, 0, 0, 9, 0
'setting', 1, 0, 1, 9, 0
'personal', 1, 0, 2, 9, 0
'bests', 1, 0, 3, 9, 0
'for', 1, 0, 4, 9, 0
'both', 1, 0, 5, 9, 0
'overall', 1, 0, 6, 9, 0
'score', 1, 0, 7, 9, 0
'(197', 1, 0, 8, 9, 0
"'' setting", 2, 0, 0, 9, 0
'setting personal', 2, 0, 1, 9, 0
'personal bests', 2, 0, 2, 9, 0
'bests for', 2, 0, 3, 9, 0
'for both', 2, 0, 4, 9, 0
'both overall', 2, 0, 5, 9, 0
'overall score', 2, 0, 6, 9, 0
'score (197', 2, 0, 7, 9, 0
"'' setting personal", 3, 0, 0, 9, 0
'setting personal bests', 3, 0, 1, 9, 0
'personal bests for', 3, 0, 2, 9, 0
'bests for both', 3, 0, 3, 9, 0
'for both overall', 3, 0, 4, 9, 0
'both overall score', 3, 0, 5, 9, 0
'overall score (197', 3, 0, 6, 9, 0
'44', 1, 0, 0, 6, 0
'points)', 1, 0, 1, 6, 0
'and', 1, 0, 2, 6, 0
'free', 1, 0, 3, 6, 0
'dance', 1, 0, 4, 6, 0
'(118', 1, 0, 5, 6, 0
'44 points)', 2, 0, 0, 6, 0
'points) and', 2, 0, 1, 6, 0
'and free', 2, 0, 2, 6, 0
'free dance', 2, 0, 3, 6, 0
'dance (118', 2, 0, 4, 6, 0
'44 points) and', 3, 0, 0, 6, 0
'points) and free', 3, 0, 1, 6, 0
'and free dance', 3, 0, 2, 6, 0
'free dance (118', 3, 0, 3, 6, 0
'42)', 1, 0, 0, 1, 0
'Boston', 1, 1, 0, 15, 0
'needs', 1, 0, 1, 15, 0
'stars', 1, 0, 2, 15, 0
'and', 1, 0, 5, 15, 0
'to', 1, 0, 8, 15, 0
'get', 1, 0, 9, 15, 0
'their', 1, 0, 10, 15, 0
'shooting', 1, 0, 11, 15, 0
'back', 1, 0, 12, 15, 0
'on', 1, 0, 13, 15, 0
'track', 1, 0, 14, 15, 0
'Boston needs', 2, 0, 0, 15, 0
'needs stars', 2, 0, 1, 15, 0
'to get', 2, 0, 8, 15, 0
'get their', 2, 0, 9, 15, 0
'their shooting', 2, 0, 10, 15, 0
'shooting back', 2, 0, 11, 15, 0
'back on', 2, 0, 12, 15, 0
'on track', 2, 0, 13, 15, 0
'Boston needs stars', 3, 0, 0, 15, 0
'to get their', 3, 0, 8, 15, 0
'get their shooting', 3, 0, 9, 15, 0
'their shooting back', 3, 0, 10, 15, 0
'shooting back on', 3, 0, 11, 15, 0
'back on track', 3, 0, 12, 15, 0
'has', 1, 0, 1, 4, 0
'made', 1, 0, 2, 4, 0
'32', 1, 0, 3, 4, 0
'has made', 2, 0, 1, 4, 0
'made 32', 2, 0, 2, 4, 0
'has made 32', 3, 0, 1, 4, 0
'7', 1, 0, 0, 9, 0
'from', 1, 0, 1, 9, 0
'the', 1, 0, 2, 9, 0
'floor', 1, 0, 3, 9, 0
'in', 1, 0, 4, 9, 0
'the', 1, 0, 5, 9, 0
'last', 1, 0, 6, 9, 0
'three', 1, 0, 7, 9, 0
'games', 1, 0, 8, 9, 0
'7 from', 2, 0, 0, 9, 0
'from the', 2, 0, 1, 9, 0
'the floor', 2, 0, 2, 9, 0
'floor in', 2, 0, 3, 9, 0
'in the', 2, 0, 4, 9, 0
'the last', 2, 0, 5, 9, 0
'last three', 2, 0, 6, 9, 0
'three games', 2, 0, 7, 9, 0
'7 from the', 3, 0, 0, 9, 0
'from the floor', 3, 0, 1, 9, 0
'the floor in', 3, 0, 2, 9, 0
'floor in the', 3, 0, 3, 9, 0
'in the last', 3, 0, 4, 9, 0
'the last three', 3, 0, 5, 9, 0
'last three games', 3, 0, 6, 9, 0
'while', 1, 0, 0, 5, 0
'has', 1, 0, 2, 5, 0
'shot', 1, 0, 3, 5, 0
'31', 1, 0, 4, 5, 0
'has shot', 2, 0, 2, 5, 0
'shot 31', 2, 0, 3, 5, 0
'has shot 31', 3, 0, 2, 5, 0
'3', 1, 0, 0, 9, 0
'or', 1, 0, 1, 9, 0
'below', 1, 0, 2, 9, 0
'in', 1, 0, 3, 9, 0
'two', 1, 0, 4, 9, 0
'of', 1, 0, 5, 9, 0
'those', 1, 0, 6, 9, 0
'three', 1, 0, 7, 9, 0
'contests', 1, 0, 8, 9, 0
'3 or', 2, 0, 0, 9, 0
'or below', 2, 0, 1, 9, 0
'below in', 2, 0, 2, 9, 0
'in two', 2, 0, 3, 9, 0
'two of', 2, 0, 4, 9, 0
'of those', 2, 0, 5, 9, 0
'those three', 2, 0, 6, 9, 0
'three contests', 2, 0, 7, 9, 0
'3 or below', 3, 0, 0, 9, 0
'or below in', 3, 0, 1, 9, 0
'below in two', 3, 0, 2, 9, 0
'in two of', 3, 0, 3, 9, 0
